gametime,gameid,summonerid,gametype
1532193348,3280041137,41913808,Ranked Solo
1532093558,3278574471,41913808,Ranked Solo
1532091352,3278562919,41913808,Ranked Solo
1532084066,3278242712,41913808,Ranked Solo
1532081702,3278095539,41913808,Ranked Solo
1532078481,3278080816,41913808,Ranked Solo
1532076504,3278065703,41913808,Ranked Solo
1532074067,3278008914,41913808,Ranked Solo
1532061515,3277863384,41913808,Ranked Solo
1532057480,3277829358,41913808,Ranked Solo
1532025014,3277715157,41913808,Ranked Solo
1532023002,3277693807,41913808,Ranked Solo
1532021223,3277690648,41913808,Ranked Solo
1532017956,3277674684,41913808,Ranked Solo
1532015069,3277589685,41913808,Ranked Solo
1532012669,3277613659,41913808,Ranked Solo
1532010998,3277558635,41913808,Ranked Solo
1532009158,3277554481,41913808,Ranked Solo
1532007816,3277509937,41913808,Ranked Solo
1529762532,3249944565,54692988,Ranked Solo
1529760615,3249901156,54692988,Ranked Solo
1529744531,3249613441,54692988,Ranked Solo
1529741408,3249566361,54692988,Ranked Solo
1529694215,3248981001,54692988,Ranked Solo
1529604280,3248216304,54692988,Ranked Solo
1529601598,3248252691,54692988,Ranked Solo
1529600129,3248178832,54692988,Ranked Solo
1529597165,3248174276,54692988,Ranked Solo
1529594817,3248138804,54692988,Ranked Solo
1529593080,3248123596,54692988,Ranked Solo
1529589939,3248015339,54692988,Ranked Solo
1529587369,3247756333,54692988,Ranked Solo
1529572659,3247570260,54692988,Ranked Solo
1529569731,3247564238,54692988,Ranked Solo
1529518667,3247352807,54692988,Ranked Solo
1528282860,3231805087,54692988,Ranked Solo
1528280740,3231749634,54692988,Ranked Solo
1528279132,3231742552,54692988,Ranked Solo
1528276898,3231673597,54692988,Ranked Solo
1533195386,3292731347,57541180,Ranked Solo
1533147711,3292440284,57541180,Ranked Solo
1533146881,3292397030,57541180,Ranked Solo
1533144119,3292402668,57541180,Ranked Solo
1533141552,3292348227,57541180,Ranked Solo
1533139856,3292323413,57541180,Ranked Solo
1533137656,3292317849,57541180,Ranked Solo
1533108009,3291567554,57541180,Ranked Solo
1533095244,3291407035,57541180,Ranked Solo
1532922710,3289126898,57541180,Ranked Solo
1532889985,3289022032,57541180,Ranked Solo
1532887318,3288979212,57541180,Ranked Solo
1532884981,3288984959,57541180,Ranked Solo
1532882659,3288919823,57541180,Ranked Solo
1532879816,3288912793,57541180,Ranked Solo
1532802661,3287760247,57541180,Ranked Solo
1532800152,3287754586,57541180,Ranked Solo
1532797968,3287708659,57541180,Ranked Solo
1532795692,3287704290,57541180,Ranked Solo
1532793811,3287616424,57541180,Ranked Solo
